"parents_id";"partners_id";"groom";"father";"bride";"mother";"distance";"length partners";"length parents";"years_between"
68065;51805;310830;408394;310833;408395;2;37;39;36
68666;100167;601002;412000;601005;412001;0;30;30;28
68666;75310;451860;411997;451863;411998;0;42;42;27
70900;67873;407238;425401;407241;425402;0;36;36;26
78960;8005;48030;473764;48033;473765;0;32;32;38
54969;66945;401670;329818;401673;329819;1;37;36;31
54969;88230;529380;329815;529383;329816;0;40;40;25
59543;53462;320772;357259;320775;357260;0;30;30;35
60632;17579;105474;363793;105477;363794;0;30;30;35
60632;82469;494814;363796;494817;363797;0;41;41;23
77635;98146;588876;465811;588879;465812;0;44;44;25
77635;43128;258768;465814;258771;465815;0;47;47;25
88379;22164;132984;530275;132987;530276;0;32;32;35
88379;67519;405114;530278;405117;530279;0;40;40;19
10903;92097;552582;65419;552585;65420;0;31;31;35
10903;84822;508932;65419;508935;65420;0;31;31;35
15089;54274;325644;90538;325647;90539;0;31;31;28
25026;62627;375762;150160;375765;150161;1;35;34;34
25026;37916;227496;150157;227499;150158;0;43;43;21
25480;88055;528330;152884;528333;152885;0;32;32;40
25480;60906;365436;152881;365439;152882;0;27;27;34
46804;92097;552582;280825;552585;280826;0;31;31;35
46804;84822;508932;280825;508935;280826;0;31;31;35
70744;28451;170706;424465;170709;424466;0;50;50;34
26003;58186;349116;156019;349119;156020;0;31;31;32
40399;59776;358656;242395;358659;242396;0;43;43;32
40399;62800;376800;242398;376803;242399;0;29;29;29
55768;29494;176964;334612;176967;334613;0;32;32;22
82676;13643;81858;496057;81861;496058;0;29;29;24
82676;26139;156834;496060;156837;496061;0;31;31;22
42632;28241;169446;255796;169449;255797;0;36;36;21
65109;12333;73998;390658;74001;390659;0;31;31;33
80425;21526;129156;482551;129159;482552;0;40;40;28
80425;32230;193380;482554;193383;482555;0;45;45;18
12652;68688;412128;75916;412131;75917;0;36;36;33
12652;89834;539004;75913;539007;75914;0;30;30;25
25448;81035;486210;152689;486213;152690;0;35;35;35
